lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
67,15082,6,6,1972,1972,36.363530591333124,655.4495797957107,34.26637879774128,126.65119776201882,816.3671563554708,2244.587628003315,153.0485863375958,85.14175338233424,1524.7955127036823,2,0,1,0,3,2,4,1,1980,0,250.38423977394606,144.9754902321744,82.38978447152908,21.728994389384795,67.18978691658242,16.417229418738643,17.46517822601127,291.78645673346915,3,2008,180,RM,Grvl,IR2,Bnk,NoSeWa,CulDSac,Gtl,Edwards,Artery,TwnhsE,1.5Fin,Gable,Wd Sdng,Plywood,TA,Gd,CBlock,Gd,Gd,No,ALQ,Unf,Grav,Fa,Y,SBrkr,Ex,Min1,Ex,Detchd,Unf,TA,Fa,Y,COD,Partial,578889.92
103,25553,5,2,1901,1985,165.59634613706814,207.5777024045491,211.15050408896656,222.50711118496946,641.2353176784851,400.0,253.35372314305474,20.507519331395336,2390.5183445808375,1,1,2,1,2,1,9,1,1914,2,1021.948739970363,48.29913505243228,95.96130147345836,22.4621722338034,17.509111347932457,26.689075539653242,20.586852002235098,10.520258333317848,11,2006,70,RH,Pave,IR1,Bnk,NoSeWa,CulDSac,Mod,Edwards,Norm,Duplex,2Story,Gable,Wd Sdng,VinylSd,TA,TA,PConc,Fa,Fa,Gd,BLQ,LwQ,GasA,TA,N,SBrkr,Gd,Typ,Gd,Detchd,RFn,Po,Ex,P,New,Abnorml,612262.15
56,16832,9,7,1917,2003,63.401679083437756,310.0484319205881,152.30966454578103,241.99748225762823,704.3555787239974,1855.8837348149268,1150.1714825470422,25.73146138135603,2767.8612083863522,0,1,2,1,5,2,9,1,1993,0,265.5964185076038,62.81396501845543,25.951155672466747,78.56397420068511,74.81356887764431,14.220787473085394,37.60001817218352,33.19064961807264,4,2009,20,RL,Pave,IR1,HLS,NoSeWa,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,Fa,Fa,PConc,Fa,Ex,No,BLQ,Rec,GasA,Ex,Y,FuseF,Fa,Min2,Gd,Attchd,Unf,Gd,TA,N,New,Normal,686912.46
115,9289,5,8,2009,2009,119.03979491546502,444.99854199424874,67.30251665722582,172.11655236420393,684.4176110156785,2242.8956660066465,159.2821904334051,12.425915021583547,674.1178882475228,0,1,3,0,3,1,5,0,2007,1,538.9020901657593,156.80252142572533,113.62145351090864,33.98928594013122,18.066697407363677,37.986194317521594,9.158936621604662,315.90215534034337,1,2008,20,RH,Grvl,IR2,HLS,AllPub,CulDSac,Gtl,Somerst,Artery,TwnhsE,2Story,Flat,HdBoard,Plywood,TA,Gd,PConc,Ex,TA,Av,ALQ,Unf,Grav,Ex,N,FuseA,Ex,Min2,Gd,Detchd,Unf,TA,Po,Y,ConLD,Family,541644.96
110,8412,9,7,1992,2001,67.84222252403224,818.9524600512227,77.84624237885684,73.54505300334903,970.3437554334286,400.7392863900587,848.3005193017793,17.352975669346772,1485.4139893002855,1,0,2,0,1,2,6,2,1995,0,247.4080779088732,52.70036832979169,36.61639444174353,26.64988836207357,4.339491128757891,8.516398955630972,2.9300250190819614,104.5186532646796,2,2010,75,RH,Grvl,IR1,HLS,NoSeWa,Inside,Gtl,CollgCr,Norm,Duplex,2Story,Hip,HdBoard,VinylSd,Fa,Fa,BrkTil,TA,Gd,Av,LwQ,GLQ,GasW,TA,N,FuseF,Fa,Min1,TA,CarPort,RFn,Gd,TA,Y,New,Abnorml,633638.74
75,11029,2,5,1924,1987,7.569949784722843,616.5863179391835,75.8023068752132,222.5354564833566,914.9240812977532,822.4742667381295,141.34904110161065,18.39216690668902,500.0,0,0,3,1,4,2,12,0,1987,2,116.41534452189646,24.455265378316824,44.00344624256119,24.98959577715933,15.02633070956303,38.607366873000046,44.13686051946542,417.51082015219146,5,2008,20,FV,Grvl,Reg,HLS,NoSeWa,FR2,Gtl,NAmes,Artery,Duplex,2Story,Hip,MetalSd,MetalSd,Fa,Ex,Slab,Fa,Gd,Mn,ALQ,GLQ,Grav,Fa,N,FuseA,Fa,Typ,Ex,Attchd,RFn,Po,TA,Y,WD,Normal,360889.4
46,18728,7,4,1914,1995,127.3255933021994,142.52302913223434,143.71537570917403,128.507509084775,414.7459139261834,400.0,553.4724938729347,29.93849449620875,899.6297171105621,2,0,3,0,2,1,10,0,2003,3,36.926042012019764,46.42656152534798,25.74743318646351,30.71489865217472,39.31585546936658,18.78094000370142,18.392742536451966,354.9071253346039,12,2006,80,RH,Grvl,Reg,Bnk,AllPub,Inside,Sev,OldTown,Artery,Duplex,1.5Fin,Gable,HdBoard,VinylSd,Gd,Ex,CBlock,Ex,TA,Mn,BLQ,GLQ,GasW,Gd,Y,SBrkr,Gd,Min1,Po,Attchd,RFn,TA,Fa,N,WD,Abnorml,513714.47
137,8789,6,8,1990,1990,82.26408720848067,399.6732232083182,57.53702629622857,46.7986002072383,504.00884971178505,715.8478288229211,348.3600560822082,0.6498262169467133,3213.3549941606357,2,0,2,0,4,1,8,1,1988,3,671.0463607598268,152.85301115958234,117.92196499784339,9.46862361480559,8.125368462109886,13.661264095369084,54.403074148609655,21.13832077644794,4,2008,20,RL,Pave,IR1,Lvl,AllPub,Corner,Mod,Edwards,Norm,Duplex,2Story,Flat,VinylSd,MetalSd,Ex,Fa,Slab,Gd,Ex,Gd,ALQ,Unf,GasA,Fa,Y,SBrkr,Gd,Min2,Ex,BuiltIn,Fin,Fa,Ex,P,New,Normal,663142.72
84,27596,3,3,2009,2009,19.659317452996397,367.2964071632905,184.30330509629738,334.82435424321096,886.424066502799,2023.6410447274088,234.98403078550075,16.769891426793528,2027.2108866766705,2,0,1,1,4,2,4,0,2007,0,122.74676773212195,171.06591339665604,81.0836372513696,9.931601149740143,84.97289975354803,72.6318314961131,19.26031082415089,84.8511577043342,6,2009,80,FV,Pave,IR1,HLS,AllPub,Corner,Gtl,CollgCr,Artery,1Fam,2Story,Hip,Wd Sdng,Wd Sdng,Ex,Fa,BrkTil,TA,Ex,Gd,Unf,ALQ,GasA,Ex,N,FuseF,Ex,Typ,Fa,CarPort,Unf,Ex,Po,Y,New,Partial,504737.67
129,15436,3,5,1918,1971,32.34050786131017,246.57892451487524,113.97233582336067,53.96029533238951,414.5115556706254,1729.2702797040704,587.597839467379,13.468364517897724,952.6956652716246,1,1,3,0,4,1,8,1,1930,0,1300.0,132.082259574303,77.0625921357643,3.949200782596567,11.511858861127418,105.85006425485975,58.76089524433149,63.609238487654196,10,2010,75,RH,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,MetalSd,Wd Sdng,Fa,Ex,PConc,TA,Ex,No,BLQ,BLQ,GasA,Fa,N,SBrkr,Ex,Min2,Gd,Attchd,Fin,Po,Fa,P,WD,Normal,480117.58
107,26171,7,7,1973,2006,168.95925350488352,316.8670119722177,345.29634943224534,166.6445816308776,828.8079430353407,1593.040396964606,1111.7107393435626,95.43401571138288,3040.8489029393954,2,0,2,0,5,2,6,1,1971,3,131.72728427915337,192.88898942300557,75.32389815823456,43.76126318743051,44.257215724457424,27.93307873815853,0.8751599460350776,73.03037595494136,3,2006,80,RM,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Duplex,2Story,Gable,Wd Sdng,Plywood,Gd,Gd,BrkTil,Fa,Ex,Gd,GLQ,BLQ,GasA,TA,N,FuseA,Fa,Maj1,Gd,Detchd,Unf,Fa,TA,N,COD,Family,654427.22
117,21131,7,8,1931,1998,20.719574091630886,181.25202531228857,37.09267389367705,203.52542091166998,421.87012011763557,826.309616830351,285.181612626629,25.40390327951924,1047.0011293661446,0,1,2,0,4,2,11,2,1929,2,140.87937787981102,241.65514324220078,79.20458151042833,0.4602573176691347,16.369099798870174,15.35314661323128,24.03649068175575,60.1717579364297,9,2009,75,RL,Pave,IR2,Bnk,AllPub,Inside,Gtl,NAmes,Artery,1Fam,1Story,Flat,Wd Sdng,MetalSd,Gd,Gd,CBlock,Fa,Fa,Mn,BLQ,BLQ,GasW,Fa,Y,FuseA,Fa,Min2,Gd,Attchd,RFn,Po,TA,P,COD,Partial,535410.63
115,11333,6,8,1982,1997,62.0468037806272,273.27790361670685,132.45879940395437,497.58439980852353,903.3211028291848,400.0,54.84652656808012,34.47995451337244,1614.1335180278859,1,1,3,1,2,1,4,2,1980,1,20.54776114222048,137.7212841793688,35.018798718428926,35.76559823839823,7.125524397123571,15.808200422154002,41.45800540083027,30.85600009778514,5,2009,60,RM,Pave,IR2,HLS,AllPub,FR2,Sev,Somerst,Feedr,TwnhsE,1.5Fin,Gable,HdBoard,VinylSd,Gd,Ex,BrkTil,Gd,Ex,Gd,LwQ,Unf,GasW,TA,Y,SBrkr,TA,Maj1,Fa,CarPort,Fin,Ex,Po,Y,New,Abnorml,561932.31
59,8391,2,2,1946,2003,310.69819200276885,209.1395072858349,14.266817924765547,49.251140567160554,272.657465777761,445.1864979250376,459.5019854788236,16.18768492089303,500.0,2,1,2,1,5,1,12,0,2008,3,122.37838407544926,67.93305035099294,107.22062655277982,15.928666873011498,3.572539361372727,15.634616317927943,0.471150257741317,382.80005649027595,11,2010,20,RL,Pave,IR1,Lvl,NoSeWa,FR2,Mod,NAmes,Artery,TwnhsE,1.5Fin,Flat,HdBoard,Plywood,Fa,TA,Slab,Fa,TA,Gd,LwQ,Rec,GasW,TA,Y,FuseF,TA,Typ,Fa,Detchd,Unf,Gd,TA,Y,COD,Normal,350934.53
76,22830,6,8,1913,1972,129.6830230962103,334.7936923912058,62.96791710183315,359.1412997327008,756.9029092257398,933.0577958669809,232.81699552049326,25.63669504506413,955.1274939364272,1,1,2,0,3,2,12,0,1984,0,162.69467737070278,16.753526048407128,30.229719821178293,9.20639783452072,48.73960263461497,42.516819765909126,123.02926586263158,35.83182538338632,9,2008,75,FV,Pave,Reg,HLS,AllPub,Inside,Sev,Somerst,Feedr,Duplex,1.5Fin,Hip,Wd Sdng,VinylSd,Ex,Gd,Slab,Gd,TA,Mn,ALQ,LwQ,GasW,Ex,N,FuseA,Ex,Maj1,Fa,Detchd,Unf,TA,Po,P,ConLD,Family,556867.51
86,11260,9,2,1936,1969,153.11019382841351,239.53895472834307,119.82608115315217,396.8398911554695,756.2049270369648,519.0338760481889,921.7032068710461,17.352792257750973,1916.7685705029899,2,0,3,1,4,1,10,1,1948,0,326.3062663366085,22.51756312855439,76.32677378696454,31.998283404422235,28.68938602061212,32.56363836454834,13.368822223947976,99.61075576512516,4,2010,30,RL,Grvl,IR2,Lvl,NoSeWa,Corner,Mod,CollgCr,Artery,TwnhsE,1Story,Hip,Wd Sdng,Wd Sdng,Ex,Fa,CBlock,Ex,Gd,No,Unf,Unf,GasW,Gd,Y,FuseA,Ex,Maj1,Ex,BuiltIn,RFn,Po,Ex,N,COD,Abnorml,699607.22
89,8912,2,6,1959,2006,72.98393936696529,860.1794644857781,139.46837299638088,595.4793524433206,1595.1271899254798,1867.6414656494856,347.5015691490748,30.422120900984826,1862.6729565758062,0,0,1,0,2,1,8,0,1957,1,495.0367465117476,35.59658228070643,57.00108566543953,18.7474503680768,8.843682985592523,25.147714215789517,80.74892639217393,32.1423035298549,6,2008,160,RM,Pave,IR1,Bnk,AllPub,Corner,Gtl,NAmes,Feedr,Duplex,1Story,Flat,MetalSd,Wd Sdng,TA,Gd,CBlock,Ex,Fa,Gd,BLQ,Rec,GasA,Fa,Y,FuseA,Gd,Min2,Po,Attchd,RFn,Po,Gd,N,WD,Normal,465168.46
44,28050,5,8,1988,1988,17.829322994017325,342.98093616095423,53.11471161987838,446.87074698021496,842.9663947610476,2718.7618917599375,294.504753310757,44.31487586555356,1262.5075349565525,1,1,3,0,5,2,8,2,1986,1,215.60571796333937,176.07866039770255,41.808574593154844,31.271695082916253,49.53672436626005,53.88723810435455,63.57155566627993,158.0969429104929,11,2006,120,RH,Pave,IR1,Bnk,AllPub,Inside,Sev,CollgCr,Norm,TwnhsE,1.5Fin,Gable,HdBoard,MetalSd,Fa,TA,CBlock,Gd,Ex,Mn,LwQ,BLQ,GasA,Fa,N,FuseA,Gd,Min2,Fa,Detchd,Unf,TA,Po,Y,WD,Partial,510602.21
94,15513,5,6,1902,1968,105.23660416933353,296.3482284232267,200.4961629818576,208.39810937309113,705.2425007781754,1343.3378046232353,380.105926280933,3.8804512610484685,1516.7221918402806,2,1,2,1,5,2,12,2,1945,0,490.9807245857463,38.28114620554806,58.29048214386221,10.199056918381496,9.36471702359092,5.302141325593185,148.0666643600406,95.15042336443506,5,2006,180,RL,Pave,Reg,Lvl,NoSeWa,Corner,Mod,Somerst,Norm,TwnhsE,1.5Fin,Hip,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,Gd,Ex,Gd,BLQ,BLQ,Grav,TA,N,FuseF,Ex,Typ,Ex,Detchd,Unf,TA,Fa,Y,New,Partial,576324.79
55,3359,9,8,2006,2006,34.547327058230515,262.2430675879655,235.5909360118888,369.7784362997047,867.612439899559,400.0,1111.3170676217273,50.69760098083067,2495.469264276534,0,0,2,0,5,2,11,1,2004,2,941.7464777254617,37.92257078070098,76.98551669904248,39.34012508433832,27.271476438686044,0.4728177360159102,0.9128253373097124,67.863465159848,7,2006,75,FV,Pave,Reg,Bnk,AllPub,FR2,Gtl,NAmes,Norm,Duplex,1Story,Gable,MetalSd,Wd Sdng,Fa,Ex,PConc,Gd,Fa,Av,Rec,GLQ,Grav,Gd,N,FuseF,Gd,Min2,TA,CarPort,Fin,Fa,Po,N,New,Family,737112.95
114,15853,4,4,1972,2003,31.441485129922555,240.04416182307946,37.57864859170739,513.1908398436224,790.8136502584092,2292.7965608141294,700.4221524487234,7.590803306008802,1443.1781778348193,1,1,3,1,2,1,11,2,2004,1,275.15971005764885,42.10530851679829,106.89003828927049,25.835896046637636,31.849530869541514,14.888245518485407,48.572835415514035,380.0775809405262,11,2008,180,RL,Pave,Reg,HLS,AllPub,CulDSac,Gtl,Edwards,Norm,Duplex,2Story,Hip,Wd Sdng,Wd Sdng,TA,Gd,Slab,Gd,Ex,No,Rec,ALQ,Grav,Gd,Y,SBrkr,TA,Min2,Fa,Attchd,Unf,Fa,Ex,N,ConLD,Family,500483.59
108,14901,5,4,1997,1997,96.43206375970492,106.80755785415754,64.93333285624472,37.58215537329564,209.3230460836979,1167.6513091514694,202.34492852728275,142.024382345659,2100.148336327903,2,1,2,0,5,2,4,1,1995,2,225.18744347450217,75.79538333868136,67.30146918550713,58.27574380924542,114.86081527426005,45.677695529464515,32.812775623772104,112.26521024077717,2,2010,120,RL,Pave,Reg,Lvl,NoSeWa,FR2,Mod,OldTown,Feedr,Duplex,1.5Fin,Flat,HdBoard,Plywood,Gd,TA,BrkTil,Gd,Gd,No,LwQ,Rec,GasA,Fa,N,FuseA,Gd,Maj1,TA,CarPort,RFn,Fa,Po,P,ConLD,Family,531678.99
132,26191,7,4,2003,2003,36.87040385066734,537.2975668254272,58.44335622490374,72.9681094211588,668.7090324714898,1070.3533978911614,152.80236692479346,29.735217349838898,1131.2982084210885,1,0,2,1,4,1,7,1,2001,2,140.98111712163126,99.32640867775942,127.88206891372307,5.138968609181584,109.55632396718869,27.307990500624598,0.33118208374282293,124.82141050239927,11,2008,160,FV,Pave,Reg,HLS,AllPub,Corner,Mod,Edwards,Norm,Duplex,2Story,Gable,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,Mn,LwQ,ALQ,GasW,Fa,N,FuseA,TA,Typ,Fa,Detchd,RFn,Ex,Gd,P,ConLD,Normal,540503.19
114,21923,2,4,1917,1995,88.26699824249008,751.8238830964993,44.75180759518202,259.52207884319296,1056.0977695348743,1513.6225433646262,1374.4903851541872,33.984090881819085,1600.661117385777,1,1,3,0,1,1,10,2,1915,3,332.5061677845682,99.06635699462285,36.89222686178213,18.659644365052866,9.556343204944806,19.86115955334808,29.815013820081216,8.960931645135016,10,2010,50,RM,Grvl,IR2,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,TwnhsE,1.5Fin,Gable,Wd Sdng,VinylSd,Ex,Gd,PConc,Ex,Fa,Mn,Unf,Rec,GasW,Fa,Y,SBrkr,TA,Typ,TA,CarPort,RFn,Po,Fa,P,COD,Abnorml,453372.09
76,7358,8,6,1910,1950,51.09455131784885,206.5886058136645,224.24822336537582,393.8742517409567,824.711080919997,459.4326404747061,288.3894924128594,35.40778566668985,500.0,1,0,2,1,5,2,4,1,1994,3,852.7371691723225,43.43794361013105,50.96011702489256,16.24978110370488,6.993803501376473,109.58369688119993,26.061030121394467,149.10726118991528,7,2008,120,FV,Grvl,IR2,Lvl,NoSeWa,FR2,Mod,Edwards,Artery,1Fam,1.5Fin,Gable,HdBoard,Plywood,Fa,Ex,BrkTil,Ex,TA,Gd,LwQ,BLQ,GasW,TA,N,FuseF,Gd,Min1,Ex,Attchd,Fin,Ex,Ex,Y,COD,Normal,575681.81
136,6212,8,5,1986,1986,85.94453110492856,653.1680135276308,222.23872458352233,326.79171867611194,1202.198456787265,835.4483506498586,1134.3950846456253,27.731404357852643,1186.534054070108,0,1,1,0,3,1,9,2,1984,2,320.76729688627273,167.54302118074577,94.88138234544004,48.34118947026636,24.813856236331553,79.68267322185646,6.071999338554307,277.0110260268798,3,2009,75,RH,Grvl,Reg,Lvl,AllPub,Corner,Sev,Edwards,Norm,1Fam,2Story,Flat,Wd Sdng,MetalSd,TA,TA,BrkTil,Gd,TA,Av,Rec,Unf,GasA,TA,Y,FuseF,Ex,Typ,TA,Attchd,Unf,Fa,Ex,P,ConLD,Family,647227.01
81,18900,7,7,1920,2010,58.77722492732376,1332.8773158105826,60.44639445169067,275.7876302106927,1669.1113404729658,1023.992837990802,444.8263425636205,10.868937612450388,1713.786303735686,2,1,1,0,3,2,6,0,1972,1,503.628406151411,70.92789230831873,21.206620451006167,70.57552522254919,55.13846243193166,50.366654127610516,27.584746894565612,46.29237404802673,2,2007,120,FV,Pave,IR2,Lvl,NoSeWa,FR2,Sev,Edwards,Feedr,Duplex,1Story,Flat,MetalSd,Wd Sdng,Fa,TA,PConc,TA,Gd,Gd,BLQ,Unf,GasA,Fa,N,FuseA,Fa,Maj1,Fa,Attchd,RFn,Fa,Gd,P,New,Normal,549142.76
72,3326,7,4,1916,1975,87.78376212841562,1031.653549501364,131.91374696559527,590.1259179796148,1753.693214446574,1272.9848804028913,256.9481331365953,34.076237812552506,1544.181797427822,0,1,2,0,2,2,8,1,1914,2,334.46559303887653,150.08321572212122,116.54924577197549,33.7545570378281,0.8368494369838003,18.540344277343888,24.623720360521236,94.78284236829258,10,2006,50,FV,Grvl,IR2,HLS,NoSeWa,Corner,Sev,OldTown,Norm,Duplex,2Story,Hip,MetalSd,VinylSd,Ex,Gd,Slab,TA,Fa,Gd,GLQ,Rec,GasW,TA,Y,FuseF,Gd,Typ,TA,CarPort,Fin,Fa,Fa,P,COD,Family,609921.13
130,10932,7,4,1952,1994,235.08613547670726,729.886663286649,182.5939591888987,171.8663314992871,1084.3469539748348,1353.484002982519,274.95330218683415,32.07627916197438,1130.352499769311,0,0,3,0,5,1,12,2,1952,1,314.26192419258535,80.05201079317253,22.82202774169937,24.925273869038502,89.18733981163707,201.60988837196635,19.422239600668945,451.4222703498667,5,2009,50,FV,Grvl,Reg,Bnk,AllPub,Corner,Sev,OldTown,Artery,1Fam,1.5Fin,Hip,Wd Sdng,Wd Sdng,Ex,Fa,BrkTil,Ex,Ex,Gd,ALQ,ALQ,GasW,Fa,N,FuseF,Gd,Typ,Po,BuiltIn,RFn,Po,Gd,P,New,Normal,540793.59
77,5869,8,3,2001,2001,155.53627806246354,119.54577261987698,95.64291835196131,124.34772711080247,339.53641808264075,1512.0241430825586,461.76820640103637,9.179764645692536,826.4577514473036,0,1,2,0,1,2,11,2,1999,1,1300.0,41.918090821795786,208.8863749369958,58.34357169526373,12.509724818002816,6.037744680635257,50.206666393359576,66.16477481466637,7,2006,180,RL,Grvl,IR2,HLS,AllPub,Inside,Sev,OldTown,Feedr,1Fam,2Story,Hip,VinylSd,Plywood,Gd,Ex,CBlock,Fa,Ex,No,ALQ,Rec,GasW,Ex,Y,FuseF,TA,Typ,TA,CarPort,RFn,Po,Po,Y,COD,Abnorml,583470.11
47,2575,9,5,1988,1988,80.45305762788071,118.28816008571252,55.93973212159592,148.01197336869583,322.23986557600426,729.0871799156704,51.589449582292204,3.9644436650349846,1748.6355567399032,2,1,1,1,2,2,6,0,2005,1,428.8956429893532,54.70186424365163,37.28571540435948,20.47582803445605,53.15556451191149,65.07223684356391,73.31076350457975,237.39920102477515,2,2010,70,RM,Grvl,Reg,Lvl,AllPub,FR2,Sev,Somerst,Norm,TwnhsE,1Story,Hip,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,Fa,Av,Unf,Unf,Grav,Ex,N,SBrkr,TA,Maj1,Fa,Attchd,Fin,Ex,Gd,P,New,Family,653842.82
86,27727,5,8,1957,1961,210.41544971264838,483.24384369409836,34.61590944354386,263.2980603301589,781.1578134678011,400.0,264.58974509385604,64.95286288890057,1512.015126830303,2,0,3,0,3,2,10,0,1955,0,615.0753437398694,33.60126251123904,196.39646876620506,107.38489000417323,12.715776283516039,69.40256449414663,13.61954865577732,102.391432569162,7,2010,180,RH,Pave,IR2,Lvl,AllPub,Inside,Sev,Somerst,Feedr,TwnhsE,1Story,Gable,Wd Sdng,MetalSd,Fa,TA,Slab,Fa,TA,Av,ALQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,Po,Po,P,ConLD,Partial,554214.53
119,4514,5,8,1921,1996,120.27723914269717,312.33410931561195,142.66435793123188,202.8050919002502,657.803559147094,926.9790952995611,1718.4892588846042,16.734468476255458,1978.4091246848398,0,1,1,0,1,1,3,1,1973,0,471.9364087718297,14.606310280277393,110.11013403958319,12.931543131002124,82.00809791486137,13.68534454749046,31.0250864744545,386.85886568358524,1,2007,50,FV,Pave,Reg,Bnk,NoSeWa,Inside,Mod,CollgCr,Norm,TwnhsE,1.5Fin,Hip,VinylSd,Wd Sdng,TA,Ex,Slab,Gd,TA,Gd,GLQ,BLQ,Grav,TA,Y,SBrkr,Fa,Min1,Ex,BuiltIn,Fin,TA,Fa,Y,COD,Partial,526667.23
58,2259,7,3,1937,1955,200.7259681419542,42.2858593441185,16.059315326045265,408.4945874849543,466.8397621551181,1003.1350120748143,2063.170308243626,21.97848326799825,1024.3778412048212,2,1,1,0,2,1,10,0,1935,2,326.54615898853444,88.36309018665672,16.96936414233654,1.4162521219686788,12.453771071655815,83.14659817415028,144.722201122269,180.39586466430612,7,2006,60,FV,Grvl,IR1,Bnk,AllPub,Corner,Sev,OldTown,Artery,1Fam,1Story,Gable,HdBoard,Wd Sdng,Fa,Ex,BrkTil,Gd,Fa,Av,Unf,ALQ,GasA,Ex,N,FuseA,Ex,Maj1,Gd,CarPort,RFn,Fa,TA,P,COD,Family,518274.89
86,28120,3,5,1976,1986,23.24023735398358,225.97016030927043,57.48736174024099,129.9120054892278,413.3695275387392,400.0,289.4011871641129,32.23157417902184,2274.446666744221,2,0,2,0,4,2,4,2,1980,0,34.25740136169917,28.44614351733592,28.928523600432783,4.970671327206354,40.87730359019693,5.325349085544661,30.623821254618107,54.27248900203155,11,2010,70,FV,Grvl,IR1,HLS,AllPub,Inside,Mod,Edwards,Feedr,1Fam,1Story,Hip,VinylSd,MetalSd,Fa,Fa,Slab,Gd,TA,Av,BLQ,Rec,Grav,Gd,N,FuseF,TA,Min1,Fa,Detchd,Fin,Po,Gd,N,COD,Abnorml,450221.06
52,7273,8,6,1917,1971,37.26571273345421,468.5926654843271,47.89109300155544,287.0731338148254,803.5568923007079,702.2858755134919,816.6818253632007,10.47360663983038,738.8747618993926,1,0,1,0,3,2,12,1,1959,0,209.55631046562652,19.541044214253102,19.348519243788665,19.39943110804291,21.286334024540295,36.53600212844643,13.014140861099204,19.16780653249402,12,2010,30,FV,Pave,Reg,Bnk,NoSeWa,FR2,Gtl,CollgCr,Norm,TwnhsE,1.5Fin,Flat,HdBoard,MetalSd,Fa,TA,CBlock,Fa,Gd,No,LwQ,GLQ,GasW,Fa,N,FuseA,Fa,Min1,Ex,CarPort,Fin,Fa,Gd,N,COD,Partial,579204.76
108,24863,8,6,1958,1972,104.3255022474392,276.2870956848297,14.67096495153635,370.63540884689405,661.5934694832602,1201.8825808479883,686.3637137956445,37.20156943330559,557.1797304285964,0,1,2,1,5,1,5,2,1988,2,839.5405767980536,144.37174195151476,50.27010095433353,149.66447948056168,3.9968607149159054,61.82218562074413,7.7713461542962285,538.5028440818023,11,2008,70,RL,Grvl,IR2,Bnk,AllPub,CulDSac,Gtl,NAmes,Feedr,TwnhsE,1Story,Flat,HdBoard,Wd Sdng,Gd,Fa,PConc,TA,Ex,Gd,GLQ,BLQ,Grav,Fa,Y,SBrkr,TA,Min2,Ex,CarPort,Fin,Po,Ex,P,ConLD,Normal,587971.49
87,2875,7,2,1901,2008,78.90744553088888,313.472034354123,70.06123563760288,512.9726917729727,896.5059617646986,778.1851303895855,174.94602326912616,23.196180143185817,3229.260618138112,2,0,2,1,5,1,9,0,1999,3,67.0416455238121,202.2220785860304,126.93594467681518,9.932478024236488,11.755190939444434,34.815067522141746,60.672007878407186,214.66144590325604,8,2007,30,FV,Pave,Reg,Bnk,NoSeWa,Inside,Gtl,NAmes,Artery,TwnhsE,2Story,Hip,HdBoard,MetalSd,Fa,Gd,Slab,Gd,TA,Gd,BLQ,LwQ,GasW,Ex,N,FuseA,TA,Typ,Gd,BuiltIn,RFn,Gd,TA,P,WD,Partial,693458.43
73,6299,4,6,1936,1986,87.94387235446273,118.12808955329174,63.5747062551145,84.95196636249929,266.65476217090554,1171.693417998121,826.649915379473,25.738445223729656,771.62994285777,1,1,3,1,1,2,9,0,1939,0,187.06316780554826,38.093594258954056,179.23396805177237,106.34478472295426,0.5275303956802576,2.7045591436311183,14.557662148636151,175.7759000830505,9,2008,30,RL,Pave,IR1,HLS,NoSeWa,FR2,Sev,NAmes,Artery,1Fam,1Story,Gable,MetalSd,Plywood,Fa,TA,BrkTil,Gd,TA,Gd,Unf,Rec,GasA,Ex,Y,FuseA,Gd,Min2,Po,CarPort,Fin,Po,Ex,N,ConLD,Partial,409036.05
